part_id,target_fname,cond,practice,trial_id,response
part11,../../target_stims/wav/a_dg19_CV.wav,block1,True,0,G
part11,../../target_stims/wav/a_dg20_CV.wav,block1,True,1,G
part11,../../target_stims/wav/a_dg01_CV.wav,block1,True,2,D
part11,../../target_stims/wav/a_dg02_CV.wav,block1,True,3,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,0,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,1,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,2,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,3,D
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,4,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,5,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,6,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,7,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,8,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,9,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,10,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,11,G
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,12,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,13,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,14,D
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,15,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,16,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,17,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,18,D
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,19,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,20,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,21,G
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,22,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,23,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,24,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,25,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,26,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,27,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,28,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,29,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,30,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,31,G
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,32,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,33,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,34,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,35,G
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,36,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,37,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,38,G
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,39,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,40,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,41,D
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,42,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,43,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,44,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,45,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,46,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,47,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,48,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,49,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,50,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,51,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,52,G
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,53,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,54,G
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,55,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,56,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,57,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,58,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,59,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,60,G
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,61,D
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,62,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,63,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,64,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,65,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,66,G
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,67,G
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,68,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,69,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,70,G
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,71,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,72,D
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,73,G
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,74,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,75,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,76,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,77,D
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,78,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,79,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,80,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,81,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,82,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,83,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,84,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,85,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,86,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,87,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,88,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,89,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,90,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,91,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,92,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,93,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,94,D
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,95,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,96,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,97,G
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,98,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,99,G
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,100,G
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,101,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,102,D
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,103,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,104,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,105,G
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,106,G
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,107,G
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,108,G
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,109,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,110,D
part11,../../target_stims/wav/a_dg09_CV.wav,block1,False,111,D
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,112,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,113,D
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,114,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,115,D
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,116,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,117,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,118,G
part11,../../target_stims/wav/a_dg16_CV.wav,block1,False,119,G
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,120,D
part11,../../target_stims/wav/a_dg12_CV.wav,block1,False,121,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,122,G
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,123,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,124,G
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,125,D
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,126,G
part11,../../target_stims/wav/a_dg14_CV.wav,block1,False,127,G
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,128,D
part11,../../target_stims/wav/a_dg13_CV.wav,block1,False,129,G
part11,../../target_stims/wav/a_dg10_CV.wav,block1,False,130,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,131,D
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,132,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,133,G
part11,../../target_stims/wav/a_dg11_CV.wav,block1,False,134,D
part11,../../target_stims/wav/a_dg15_CV.wav,block1,False,135,G
