part_id,target_fname,cond,practice,trial_id,response
part04,../../target_stims/wav/a_dg20_CV.wav,block1,False,0,G
part04,../../target_stims/wav/a_dg01_CV.wav,block1,False,1,D
part04,../../target_stims/wav/a_dg19_CV.wav,block1,False,2,G
part04,../../target_stims/wav/a_dg02_CV.wav,block1,False,3,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,0,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,1,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,2,G
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,3,G
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,4,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,5,G
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,6,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,7,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,8,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,9,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,10,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,11,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,12,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,13,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,14,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,15,G
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,16,G
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,17,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,18,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,19,G
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,20,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,21,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,22,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,23,G
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,24,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,25,G
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,26,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,27,G
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,28,G
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,29,G
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,30,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,31,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,32,G
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,33,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,34,G
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,35,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,36,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,37,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,38,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,39,G
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,40,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,41,G
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,42,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,43,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,44,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,45,G
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,46,G
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,47,G
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,48,G
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,49,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,50,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,51,G
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,52,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,53,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,54,G
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,55,G
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,56,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,57,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,58,G
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,59,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,60,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,61,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,62,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,63,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,64,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,65,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,66,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,67,G
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,68,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,69,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,70,G
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,71,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,72,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,73,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,74,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,75,G
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,76,G
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,77,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,78,G
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,79,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,80,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,81,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,82,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,83,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,84,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,85,G
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,86,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,87,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,88,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,89,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,90,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,91,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,92,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,93,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,94,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,95,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,96,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,97,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,98,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,99,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,100,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,101,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,102,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,103,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,104,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,105,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,106,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,107,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,108,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,109,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,110,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,111,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,112,D
part04,../../target_stims/wav/a_dg14_CV.wav,block1,False,113,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,114,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,115,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,116,D
part04,../../target_stims/wav/a_dg15_CV.wav,block1,False,117,G
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,118,G
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,119,G
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,120,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,121,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,122,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,123,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,124,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,125,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,126,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,127,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,128,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,129,D
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,130,D
part04,../../target_stims/wav/a_dg11_CV.wav,block1,False,131,D
part04,../../target_stims/wav/a_dg09_CV.wav,block1,False,132,D
part04,../../target_stims/wav/a_dg10_CV.wav,block1,False,133,D
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,134,D
part04,../../target_stims/wav/a_dg16_CV.wav,block1,False,135,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,136,G
part04,../../target_stims/wav/a_dg12_CV.wav,block1,False,137,G
part04,../../target_stims/wav/a_dg13_CV.wav,block1,False,138,G
